CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members
U99999GJ1993PTC018773,DURGA CERAMICS PVT LTD,Active,RoC-Ahmedabad,18773,Company limited by Shares,Non-govt company,Private,04 January 1993,"29 years, 2 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1993PTC018934,LILYS APPARELS PRIVATE LIMITED,Active,RoC-Ahmedabad,18934,Company limited by Shares,Non-govt company,Private,04 February 1993,"29 years, 1 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1993PTC019115,VIMLESHWAR REAL ESTATE PRIVATE LIMITED,Active,RoC-Ahmedabad,19115,Company limited by Shares,Non-govt company,Private,11 March 1993,"29 years, 0 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1993PTC019252,VRUSHABH EXPORT AND MARKETING PRIVATE LIMITED,Active,RoC-Ahmedabad,19252,Company limited by Shares,Non-govt company,Private,06 April 1993,"28 years, 11 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1993PTC019423,SHREE BHATIJI TEXTURISERS PRIVATE LIMITED,Active,RoC-Ahmedabad,19423,Company limited by Shares,Non-govt company,Private,10 May 1993,"28 years, 10 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1993PTC019668,BHAGWATI BUILDING MATERIALS PVT LTD,Active,RoC-Ahmedabad,19668,Company limited by Shares,Non-govt company,Private,15 June 1993,"28 years, 9 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1993PTC019853,VAARI SALT AND CHEMICALS PVT LTD,Active,RoC-Ahmedabad,19853,Company limited by Shares,Non-govt company,Private,15 July 1993,"28 years, 8 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1993PTC020928,AIR INFINITY PRIVATE LIMITED,Active,RoC-Ahmedabad,20928,Company limited by Shares,Non-govt company,Private,23 December 1993,"28 years, 3 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1994PLC021833,ROYAL DAIRY LTD,Active,RoC-Ahmedabad,21833,Company limited by Shares,Non-govt company,Public,18 April 1994,"27 years, 11 month, 6 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1994PLC022487,LABH LEASE AND FINANCE LIMITED,Active,RoC-Ahmedabad,22487,Company limited by Shares,Non-govt company,Public,14 July 1994,"27 years, 8 month, 10 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1994PTC021765,DIVINE LABORATORIES PVT. LTD.,Active,RoC-Ahmedabad,21765,Company limited by Shares,Non-govt company,Private,08 April 1994,"27 years, 11 month, 16 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1994PTC021972,JAY JALARAM HARDWARES PRIVATE LIMITED,Active,RoC-Ahmedabad,21972,Company limited by Shares,Non-govt company,Private,04 May 1994,"27 years, 10 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1994PTC023146,OSHIN PHARMACEUTICALS PRIVATE LIMITED,Active,RoC-Ahmedabad,23146,Company limited by Shares,Non-govt company,Private,28 September 1994,"27 years, 5 month, 26 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1994PTC023681,SIDDHI PLAST PRIVATE LIMITED,Active,RoC-Ahmedabad,23681,Company limited by Shares,Non-govt company,Private,25 November 1994,"27 years, 3 month, 29 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1994PTC023882,UMASREE TEXPLAST PRIVATE LIMITED,Active,RoC-Ahmedabad,23882,Company limited by Shares,Non-govt company,Private,15 December 1994,"27 years, 3 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PLC027231,S K FINVEST LIMITED,Active,RoC-Ahmedabad,27231,Company limited by Shares,Non-govt company,Public,28 August 1995,"26 years, 6 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PLC027250,AMUDHIYA TEXTILE LIMITED,Active,RoC-Ahmedabad,27250,Company limited by Shares,Non-govt company,Public,30 August 1995,"26 years, 6 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PLC027292,CHANDNI INNS (INDIA) LTD,Active,RoC-Ahmedabad,27292,Company limited by Shares,Non-govt company,Public,05 September 1995,"26 years, 6 month, 19 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PTC025639,SIGMA INSURANCE BROKING PRIVATE LIMITED,Active,RoC-Ahmedabad,25639,Company limited by Shares,Non-govt company,Private,27 April 1995,"26 years, 10 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PTC026386,RPK WAREHOUSING PRIVATE LIMITED,Active,RoC-Ahmedabad,26386,Company limited by Shares,Non-govt company,Private,19 June 1995,"26 years, 9 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PTC026668,RADHE KRISHNA STEEL PRIVATE LIMITED,Active,RoC-Ahmedabad,26668,Company limited by Shares,Non-govt company,Private,11 July 1995,"26 years, 8 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PTC027392,LIBRA PROCESS TECHNOLOGIES PRIVATE LIMITED,Active,RoC-Ahmedabad,27392,Company limited by Shares,Non-govt company,Private,08 September 1995,"26 years, 6 month, 16 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PTC027561,RAM SHIP BREAKING INDS PRIVATE LIMITED,Active,RoC-Ahmedabad,27561,Company limited by Shares,Non-govt company,Private,22 September 1995,"26 years, 6 month, 2 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1995PTC027761,PRIMORE SOLUTIONS PRIVATE LIMITED,Active,RoC-Ahmedabad,27761,Company limited by Shares,Non-govt company,Private,12 October 1995,"26 years, 5 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PLC029439,MAKCUR LABORATORIES LIMITED,Active,RoC-Ahmedabad,29439,Company limited by Shares,Non-govt company,Public,25 April 1996,"25 years, 10 month, 29 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC029201,WINTER FRESH FOOD PRIVATE LIMITED,Active,RoC-Ahmedabad,29201,Company limited by Shares,Non-govt company,Private,02 April 1996,"25 years, 11 month, 22 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC029871,LIBRA CAD PRIVATE LIMITED,Active,RoC-Ahmedabad,29871,Company limited by Shares,Non-govt company,Private,11 June 1996,"25 years, 9 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC030082,SNESH RESORTS PRIVATE LIMITED,Active,RoC-Ahmedabad,30082,Company limited by Shares,Non-govt company,Private,01 July 1996,"25 years, 8 month, 23 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC030204,AGRAWAL RIDERS PRIVATE LIMITED,Active,RoC-Ahmedabad,30204,Company limited by Shares,Non-govt company,Private,15 July 1996,"25 years, 8 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC031012,TANISH CERACHEM PRIVATE LIMITED,Active,RoC-Ahmedabad,31012,Company limited by Shares,Non-govt company,Private,28 October 1996,"25 years, 4 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC031081,JAMNAGAR EXPRESS CARGO CARRIERS PRIVATE LIMITED,Active,RoC-Ahmedabad,31081,Company limited by Shares,Non-govt company,Private,06 November 1996,"25 years, 4 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC031276,SARDAR SWITCHGEAR PRIVATE LIMITED,Active,RoC-Ahmedabad,31276,Company limited by Shares,Non-govt company,Private,12 December 1996,"25 years, 3 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1996PTC097101,RNG FINLEASE PVT LTD,Active,RoC-Ahmedabad,97101,Company limited by Shares,Non-govt company,Private,22 August 1996,"25 years, 7 month, 2 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1997GAT032643,GITVIJAY GYMKHANA PRIVATE LIMITED,Active,RoC-Ahmedabad,32643,Company Limited by Guarantee,Guarantee and Association company,Private,09 July 1997,"24 years, 8 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",15
U99999GJ1997PTC031516,CHINUBHAI CHIMANLAL DALAL SECURITY PRIVATE LIMITED,Active,RoC-Ahmedabad,31516,Company limited by Shares,Non-govt company,Private,16 January 1997,"25 years, 2 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1997PTC032684,MONO ACRIGLASS INDUSTRIES PRIVATE LIMITED,Active,RoC-Ahmedabad,32684,Company limited by Shares,Non-govt company,Private,17 July 1997,"24 years, 8 month, 7 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1997PTC033497,KAMLESH SHARES AND STOCK BROKER PRIVATE LIMITED,Active,RoC-Ahmedabad,33497,Company limited by Shares,Non-govt company,Private,26 December 1997,"24 years, 2 month, 29 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1997PTC079049,APPOLLO DYECHEM PRIVATE LIMITED,Active,RoC-Ahmedabad,79049,Company limited by Shares,Non-govt company,Private,20 January 1997,"25 years, 2 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1998PLC034350,VARUN AMUSEMENT PARK LIMITED,Active,RoC-Ahmedabad,34350,Company limited by Shares,Non-govt company,Public,07 July 1998,"23 years, 8 month, 17 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1998PTC033579,GANDHIDHAM DEVELOPERS PRIVATE LIMITED,Active,RoC-Ahmedabad,33579,Company limited by Shares,Non-govt company,Private,16 January 1998,"24 years, 2 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1998PTC034246,BEETA SURGICALS PRIVATE LIMITED,Active,RoC-Ahmedabad,34246,Company limited by Shares,Non-govt company,Private,10 June 1998,"23 years, 9 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1998PTC034336,DEVIKA FINCAP PRIVATE LIMITED,Active,RoC-Ahmedabad,34336,Company limited by Shares,Non-govt company,Private,03 July 1998,"23 years, 8 month, 21 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1999PTC035457,STONE ARCH (INDIA) MARBLES AND GRANITES PRIVATE LIMITED,Active,RoC-Ahmedabad,35457,Company limited by Shares,Non-govt company,Private,19 February 1999,"23 years, 1 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1999PTC035541,GLADEX POLY FILMS PRIVATE LIMITED,Active,RoC-Ahmedabad,35541,Company limited by Shares,Non-govt company,Private,05 March 1999,"23 years, 0 month, 19 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1999PTC036910,MANGLAM COPPER PRIVATE LIMITED,Active,RoC-Ahmedabad,36910,Company limited by Shares,Non-govt company,Private,18 November 1999,"22 years, 4 month, 6 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1999PTC037026,GRACE BIO-CARE PRIVATE LIMITED,Active,RoC-Ahmedabad,37026,Company limited by Shares,Non-govt company,Private,16 December 1999,"22 years, 3 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ1999PTC059384,GULBRANDSEN CATALYSTS PRIVATE LIMITED,Active,RoC-Ahmedabad,59384,Company limited by Shares,Non-govt company,Private,18 January 1999,"23 years, 2 month, 6 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2000PLC037372,BRIJLAXMI INFOTECH LIMITED,Active,RoC-Ahmedabad,37372,Company limited by Shares,Non-govt company,Public,16 February 2000,"22 years, 1 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2000PTC037877,KUNAL FASHIONS PRIVATE LIMITED,Active,RoC-Ahmedabad,37877,Company limited by Shares,Non-govt company,Private,27 April 2000,"21 years, 10 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2000PTC038112,HETAL TRADING PRIVATE LIMITED,Active,RoC-Ahmedabad,38112,Company limited by Shares,Non-govt company,Private,30 May 2000,"21 years, 9 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2000PTC038196,STAMINA HOLDING PRIVATE LIMITED,Active,RoC-Ahmedabad,38196,Company limited by Shares,Non-govt company,Private,13 June 2000,"21 years, 9 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2000PTC038629,MADHUR UNIVERSAL PRIVATE LIMITED,Active,RoC-Ahmedabad,38629,Company limited by Shares,Non-govt company,Private,13 September 2000,"21 years, 6 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2000PTC038711,SHIVAM TRADEX PRIVATE LIMITED,Active,RoC-Ahmedabad,38711,Company limited by Shares,Non-govt company,Private,28 September 2000,"21 years, 5 month, 26 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2000PTC050444,EWPL HOLDINGS PRIVATE LIMITED,Active,RoC-Ahmedabad,50444,Company limited by Shares,Non-govt company,Private,24 February 2000,"22 years, 1 month, 0 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2001PLC062239,ADITYA BIRLA INSURANCE BROKERS LIMITED,Active,RoC-Ahmedabad,62239,Company limited by Shares,Non-govt company,Public,26 December 2001,"20 years, 2 month, 29 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999GJ2005PTC047236,AQUAPROOF WALLCARE INDIA PRIVATE LIMITED,Active,RoC-Ahmedabad,47236,Company limited by Shares,Non-govt company,Private,08 December 2005,"16 years, 3 month, 16 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999KA1936SGC000173,THE MYSORE PAPER MILLS LIMITED,Active,RoC-Bangalore,173,Company limited by Shares,State Govt company,Public,20 May 1936,"85 years, 10 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99000KA2007FTC042768,CAE FLIGHT TRAINING (INDIA) PRIVATE LIMITED,Active,RoC-Bangalore,42768,Company limited by Shares,Subsidiary of Foreign Company,Private,10 May 2007,"14 years, 10 month, 14 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99130KA2000PTC027132,SRINGARI MARKETING PRIVATE LIMITED,Active,RoC-Bangalore,27132,Company limited by Shares,Non-govt company,Private,23 May 2000,"21 years, 10 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
