CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U99999GJ1989PTC012875,GOKUL COMPLEX PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-10-1989,Gujarat,100000.0,100000.0,99999.0,Extraterritorial organizations and bodies,"586, PATEL SHAH BULDG OPPNAGRI HOSPITAL AHMEDABAD.   ",ROC AHMEDABAD,pratikkunal_ca@yahoo.com,31-03-2018,31-03-2019
U99999GJ1989PTC013171,HIREN ALUMINIUM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-12-1989,Gujarat,150000000.0,106467540.0,99999.0,Extraterritorial organizations and bodies,"Office No.1201, Land Mark, Opp. Seema Hall,Anand Nagar Rd (100 FT RD)  ",ROC AHMEDABAD,hirenaluminium@outlook.com,31-03-2019,31-03-2019
U99999GJ1989PTC084867,VARJU INVESTMENTS PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,07-08-1989,Gujarat,5000000.0,2635000.0,99999.0,Extraterritorial organizations and bodies,"Block No.1 & 12 to 16, Village Karanj,Taluka Mandvi,  ",ROC AHMEDABAD,varju.investments@gmail.com,31-03-2019,31-03-2019
U99999GJ1989PTC084918,G.P. SHAH INVESTMENTS PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,17-08-1989,Gujarat,5000000.0,2250000.0,99999.0,Extraterritorial organizations and bodies,"Block No.1 & 12 to 16, Village Karanj,Taluka Mandvi,  ",ROC AHMEDABAD,gpshah.investments@gmail.com,31-03-2019,31-03-2019
U99999GJ1990PTC013658,SURYA SALT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-04-1990,Gujarat,1000000.0,501000.0,99999.0,Extraterritorial organizations and bodies,PLOT NO. 107SECTOR -8  ,ROC AHMEDABAD,sanjay@miecoboards.com,31-03-2019,31-03-2019
U99999GJ1990PTC013969,R R PATEL INDUSTRIAL GASES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,02-07-1990,Gujarat,2000000.0,2000000.0,99999.0,Extraterritorial organizations and bodies,"S.R.NO.407,VILLAGE-MORIAYA-382212,TALUKA-SANAND,  ",ROC AHMEDABAD,rrpatelindustries@gmail.com,31-03-2019,31-03-2019
U99999GJ1990PTC049322,BAYER VAPI PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-08-1990,Gujarat,1250000000.0,232626000.0,99999.0,Extraterritorial organizations and bodies,"PLOT NO 306/3, 2ND PHASE,GIDC,  ",ROC AHMEDABAD,savaliya.nikunj@bayer.com,31-03-2019,31-03-2019
U99999GJ1991PLC016386,NEELKANTH MOTELS AND HOTELS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,09-10-1991,Gujarat,80000000.0,49153000.0,99999.0,Extraterritorial organizations and bodies,AT & P.O. RAVAL TAL VAGHODIABARODA.   ,ROC AHMEDABAD,info@neelkanthmotels.com,31-03-2019,31-03-2019
U99999GJ1991PLC016519,JILICHEM LABORATORIES (INDIA) LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,28-10-1991,Gujarat,70000000.0,63002500.0,99999.0,Extraterritorial organizations and bodies,"2, Pankaj Society, Opp. Jain Derasar,Bhatta, Paldi  ",ROC AHMEDABAD,jilichemselfcarekit@yahoo.co.in,31-03-2019,31-03-2019
U99999GJ1991PTC014911,JAIDEV ALLOYS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-01-1991,Gujarat,40000000.0,5500000.0,99999.0,Extraterritorial organizations and bodies,"BLOCK NO. C1203, RATNAKAR-3, OPP SHASWAT BUNGALOWSPRERNATIRTH DERASAR ROAD, SATELLITE  ",ROC AHMEDABAD,info@vikasaryagroup.com,31-03-2019,31-03-2019
U99999GJ1991PTC015775,LABH BUILDERS PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,04-06-1991,Gujarat,1000000.0,601600.0,99999.0,Extraterritorial organizations and bodies,"103/104, SHANTANU, OPP CLASSIC GOLD HOTELSARDAR PATEL NAGAR, NAVRANGPURA  ",ROC AHMEDABAD,labhgroupofcompanies@gmail.com,31-03-2019,31-03-2019
U99999GJ1991PTC016417,LABH ESTATE ORGANIZERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-10-1991,Gujarat,5000000.0,5000000.0,99999.0,Extraterritorial organizations and bodies,"SHANTANU, OPP HOTEL CLASSIC GOLDSARDAR PATEL NAGAR ROAD ELLISBRIDGE  ",ROC AHMEDABAD,labhgroupofcompanies@gmail.com,31-03-2019,31-03-2019
U99999GJ1992PLC016894,VARDHMAN MAHAVIR COTTON INDUSTRIESLIMITED  ,ACTV,Public,Company limited by Shares,Non-govt company,03-01-1992,Gujarat,10000000.0,10000000.0,99999.0,Extraterritorial organizations and bodies,CHITRA AMI APPARTMENTASHRAM ROAD  ,ROC AHMEDABAD,dineshpbhavsar@gmail.com,31-03-2019,31-03-2019
U99999GJ1992PLC017078,B. SHARDA PHARMA-CHEM LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,10-02-1992,Gujarat,60000000.0,8451200.0,99999.0,Extraterritorial organizations and bodies,"""BHAGYAVILLA"", MANSAROVAR ROADPALANPUR,GUJARAT.   ",ROC AHMEDABAD,bsharda3@gmail.com,31-03-2019,31-03-2019
U99999GJ1992PLC017197,HARSH POLYMERS (INDIA) LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,27-02-1992,Gujarat,75000000.0,52000000.0,99999.0,Extraterritorial organizations and bodies,"513, Golden TriangleStadium Road,Navrangpura  ",ROC AHMEDABAD,harshpoly2001@yahoo.com,31-03-2019,31-03-2019
U99999GJ1992PLC017733,PRAYOSHA AGROILS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,28-05-1992,Gujarat,500000.0,500000.0,99999.0,Extraterritorial organizations and bodies,"104/A, AKSHAR PARK SOCIETY,B/H.SWAMINARAYAN MANDIRSHAHIBAG, AHMEDABAD.  ",ROC AHMEDABAD,mnakrani@gmail.com,31-03-2014,31-03-2014
U99999GJ1992PLC017798,GUJARAT CHEMICAL PORT TERMINAL COMPANYLIMITED  ,ACTV,Public,Company limited by Shares,Non-govt company,10-06-1992,Gujarat,3000000000.0,1538061575.0,99999.0,Extraterritorial organizations and bodies,"Administrative Block, GCPTCL, Village Lakhigam,P. O. Dahej, Taluka Vagra  ",ROC AHMEDABAD,kaivalya.mehta@gcptcl.in,31-03-2019,31-03-2019
U99999GJ1992PTC017366,NAVYUG PHARMA- CHEM PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,25-03-1992,Gujarat,3000000.0,3000000.0,99999.0,Extraterritorial organizations and bodies,"S/NO. 260, PAIKI NAVAGAN KERDAJ DIST BHAVNAGAR.   ",ROC AHMEDABAD,sales@navyugpharmachem.com,31-03-2019,31-03-2019
U99999GJ1992PTC017670,CHITRANG PROPERTIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-05-1992,Gujarat,1000000.0,100300.0,99999.0,Extraterritorial organizations and bodies,"B/303,Sugam Avenue,Opp.Mahalaxmi Complex,Nr.MahalaxmiFive CrossRoad,New Vikasgruhroad,Paldi  ",ROC AHMEDABAD,dtytrivedi@yahoo.co.in,31-03-2019,31-03-2019
U99999GJ1992PTC017873,GODAVARI PIPES PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,23-06-1992,Gujarat,3500000.0,3500000.0,99999.0,Extraterritorial organizations and bodies,"PLOT NO.- 6&7, SURVEY NO - 27Village:- SHAPAR(VERAVAL)  ",ROC AHMEDABAD,godavari@waterflo.in,31-03-2019,31-03-2019
U99999GJ1992PTC018692,VENUS MILLS PVT.LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,15-12-1992,Gujarat,20000000.0,12000000.0,99999.0,Extraterritorial organizations and bodies,"PLOT NO-129, VILLAGE TATITHIYA,SURAT BARDOLI HIGHWAY, KADODRA, TA:PALSANA,  ",ROC AHMEDABAD,venusmills@drdcs.net,31-03-2019,31-03-2019
U99999GJ1993PLC019062,ARIHANT CORPORATE SERVICES LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,02-03-1993,Gujarat,5000000.0,3750000.0,99999.0,Extraterritorial organizations and bodies,"A-98 Kamdhenu Complex, Opp. Sahajanand College,Panjarapole, Ambawadi,  ",ROC AHMEDABAD,pramnani@hotmail.com,31-03-2019,31-03-2019
U99999GJ1993PTC018768,IDEX INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-01-1993,Gujarat,79000000.0,7350700.0,99999.0,Extraterritorial organizations and bodies," Survey No. 256,GIDC Manjusar,  ",ROC AHMEDABAD,vnarkar@idexcorp.com,31-03-2019,31-03-2019
U99999GJ1993PTC018773,DURGA CERAMICS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,04-01-1993,Gujarat,2000000.0,2000000.0,99999.0,Extraterritorial organizations and bodies,"Survey No.897/2 paiki, At and Post- Kanknol,Sahkari Jin- Hadiyol Road,  ",ROC AHMEDABAD,ashwin234508@gmail.com,31-03-2019,31-03-2019
U99999GJ1993PTC018934,LILYS APPARELS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-02-1993,Gujarat,1000000.0,1000000.0,99999.0,Extraterritorial organizations and bodies,"PLOT NO229,SECTOR-3,KFTZ,GANDHIDHAM DIST-KUTCH   ",ROC AHMEDABAD,satish_khushalani@rediffmail.com,31-03-2013,31-03-2013
U99999GJ1993PTC019115,SHRI VIMALESHWAR REAL ESTATE PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,11-03-1993,Gujarat,1000000.0,1000000.0,99999.0,Extraterritorial organizations and bodies,"101, MAHAKALI CHAMBERSJIM KHANA POLE, KAROLIA POLE, SULTANPURA  ",ROC AHMEDABAD,meetulshah69@gmail.com,31-03-2019,31-03-2019
U99999GJ1993PTC019252,VRUSHABH EXPORT AND MARKETING PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,06-04-1993,Gujarat,1500000.0,300000.0,99999.0,Extraterritorial organizations and bodies,"8 TH FLOOR, SHILP TOWER, CORNER OF GODOWNTAGORE rOAD  ",ROC AHMEDABAD,jateendoshi2001@gmail.com,31-03-2019,31-03-2019
U99999GJ1993PTC019423,SHREE BHATIJI TEXTURISERS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,10-05-1993,Gujarat,2500000.0,2121000.0,99999.0,Extraterritorial organizations and bodies,"H-60, 8th Floor, India Textile Market,Ring Road,  ",ROC AHMEDABAD,sunriseindustries@live.com,31-03-2019,31-03-2019
U99999GJ1993PTC019668,BHAGWATI BUILDING MATERIALS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,15-06-1993,Gujarat,500000.0,100200.0,99999.0,Extraterritorial organizations and bodies,"12,BHAGWATI COMPLEX,OPP.AMBIKANAGAR,KALOL N.G.   ",ROC AHMEDABAD,bhagwati.bbmpvtltd@yahoo.com,31-03-2019,31-03-2019
U99999GJ1993PTC019853,VAARI SALT AND CHEMICALS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,15-07-1993,Gujarat,500000.0,100000.0,99999.0,Extraterritorial organizations and bodies,"Building No 06, Falt no 401, Rigency Megacity,Village Nesvad  ",ROC AHMEDABAD,raj@ghcl.co.in,31-03-2019,31-03-2019
U99999GJ1993PTC020928,AIR INFINITY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-12-1993,Gujarat,1000000.0,502000.0,99999.0,Extraterritorial organizations and bodies,"409,ATMA HOUSE OPP.OLD RESERVE BANK OF INDIAASHRAM ROAD  ",ROC AHMEDABAD,airinfinitylimited@yahoo.co.in,31-03-2019,31-03-2019
U99999GJ1994PLC021833,ROYAL DAIRY LTD   ,ACTV,Public,Company limited by Shares,Non-govt company,18-04-1994,Gujarat,15000000.0,15000000.0,99999.0,Extraterritorial organizations and bodies,"25 NARAYAN PARK VIBHAG 2BEHIND BALESHWAR BUNGALOW, BOPAL  ",ROC AHMEDABAD,harshid57@gmail.com,31-03-2017,31-03-2017
U99999GJ1994PLC022487,LABH LEASE AND FINANCE LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,14-07-1994,Gujarat,150000000.0,14560700.0,99999.0,Extraterritorial organizations and bodies,"104, SHANTANU, SARDAR PATEL NAGAR,ELLISBRIDGE  ",ROC AHMEDABAD,digantup@gmail.com,31-03-2019,31-03-2019
U99999GJ1994PTC021765,DIVINE LABORATORIES PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,08-04-1994,Gujarat,4000000.0,4000000.0,99999.0,Extraterritorial organizations and bodies,"B-24, SAHAJANAND INDUSTRIAL ESTATEMUJMAHUDA  ",ROC AHMEDABAD,dlpl13@hotmail.com,31-03-2019,31-03-2019
U99999GJ1994PTC021972,JAY JALARAM HARDWARES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-05-1994,Gujarat,2500000.0,1880000.0,99999.0,Extraterritorial organizations and bodies,"SHOP NO. 112, 113, R K ENTERPRISE, KIM VILLAGEKIM TALUKA, OLPAD  ",ROC AHMEDABAD,jjhpltd@gmail.com,31-03-2019,31-03-2019
U99999GJ1994PTC023146,OSHIN PHARMACEUTICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-09-1994,Gujarat,1000000.0,424500.0,99999.0,Extraterritorial organizations and bodies,"1,RIVER COLONY NR.X`VIERCOLLEGE,NAVRANGPURA,AHMEDABAD.  ",ROC AHMEDABAD,oshinpharma@gmail.com,31-03-2019,31-03-2019
U99999GJ1994PTC023681,SIDDHI PLAST PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-11-1994,Gujarat,2500000.0,1825000.0,99999.0,Extraterritorial organizations and bodies,"8, LAJPATH NAGAR SOCIETY,NAVJIVAN POSTNAVRANGPURA, AHMEDABAD. 380 014  ",ROC AHMEDABAD,dolphinpackaging@yahoo.co.in,31-03-2019,31-03-2019
U99999GJ1994PTC023882,UMASREE TEXPLAST PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-12-1994,Gujarat,27500000.0,22487400.0,99999.0,Extraterritorial organizations and bodies,"728/1VILLAGE MOTIBHUYAN, TALUKA KALOL  ",ROC AHMEDABAD,works@umasree.com,31-03-2019,31-03-2019
U99999GJ1995PLC027231,S K FINVEST LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,28-08-1995,Gujarat,10000000.0,507000.0,99999.0,Extraterritorial organizations and bodies,"2, DESAI SOCIETY,COLLEGE ROAD,  ",ROC AHMEDABAD,girish@maxstockbroking.com,31-03-2019,31-03-2019
U99999GJ1995PLC027250,AMUDHIYA TEXTILE LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,30-08-1995,Gujarat,2450000.0,2450000.0,99999.0,Extraterritorial organizations and bodies,"128B, SANGHVI TOWER, BUILDING NO. 2ADAJAN  ",ROC AHMEDABAD,sanjay4278@gmail.com,31-03-2019,31-03-2019
U99999GJ1995PLC027292,CHANDNI INNS (INDIA) LTD   ,ACTV,Public,Company limited by Shares,Non-govt company,05-09-1995,Gujarat,500000.0,500000.0,99999.0,Extraterritorial organizations and bodies,"27, Opp. Sati NivasKubernagar  ",ROC AHMEDABAD,daulatramlalwani@yahoo.co.in,31-03-2019,31-03-2019
U99999GJ1995PTC025639,SIGMA INSURANCE BROKING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-04-1995,Gujarat,7500000.0,7500000.0,99999.0,Extraterritorial organizations and bodies,"Office No. 1008, 10th floor, Nakshtra heights,Opp. Raiya Telephone Exchange, 150 ft. Ring Road  ",ROC AHMEDABAD,info@sigmainsu.com,31-03-2019,31-03-2019
U99999GJ1995PTC026386,RPK WAREHOUSING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-06-1995,Gujarat,10000000.0,10000000.0,99999.0,Extraterritorial organizations and bodies,"PLOT NO 351, SECTOR - 1/A   ",ROC AHMEDABAD,ACCOUNT@RPKAGROTECH.COM,31-03-2019,31-03-2019
U99999GJ1995PTC026668,RADHE KRISHNA STEEL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-07-1995,Gujarat,20000000.0,20000000.0,99999.0,Extraterritorial organizations and bodies,"B-602, 6th Floor, Shapath-4,Nr. Prahalad Nagar Auda Garden, Satelite  ",ROC AHMEDABAD,rkspl1@yahoo.com,31-03-2019,31-03-2019
U99999GJ1995PTC027392,LIBRA PROCESS TECHNOLOGIES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,08-09-1995,Gujarat,1000000.0,600000.0,99999.0,Extraterritorial organizations and bodies,"116, Blue Diamond Complex,Beside Fatehgunj Petrol Pump,  ",ROC AHMEDABAD,dns@libraprocesstech.com,31-03-2019,31-03-2019
U99999GJ1995PTC027561,RAM SHIP BREAKING INDS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,22-09-1995,Gujarat,100000.0,100000.0,99999.0,Extraterritorial organizations and bodies,"7/3658,,ANDHARIKHUN,OPP.BANK OF INDIA,RAMPURA,SURAT.  ",ROC AHMEDABAD,shreejigroup16@gmail.com,31-03-2019,31-03-2019
U99999GJ1995PTC027761,PRIMORE SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-10-1995,Gujarat,115000000.0,90725000.0,99999.0,Extraterritorial organizations and bodies,"T.P.S. No.-1.99, ANANDJI KALYANJI,JAINNAGAR SOC., Nr. POLICE CHOWKY, BEHRAMPURA  ",ROC AHMEDABAD,primoresolutions@gmail.com,31-03-2019,31-03-2019
U99999GJ1996PLC029439,MAKCUR LABORATORIES LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,25-04-1996,Gujarat,62500000.0,62500000.0,99999.0,Extraterritorial organizations and bodies,"45/5-6-7, VILLAGE - ZAKTAL: DAHGAM  ",ROC AHMEDABAD,cs@makcur.com,31-03-2019,31-03-2019
U99999GJ1996PTC029201,WINTER FRESH FOOD PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-04-1996,Gujarat,15000000.0,10875000.0,99999.0,Extraterritorial organizations and bodies,"C-35, TAXSHILA CO OPDEHGAM ROAD, NARODA  ",ROC AHMEDABAD,winterfreshfood1@gmail.com,31-03-2019,31-03-2019
U99999GJ1996PTC029871,LIBRA CAD PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-06-1996,Gujarat,2500000.0,2500000.0,99999.0,Extraterritorial organizations and bodies,"118,Blue Diamond Complex,Fatehgunj Char Rasta,  ",ROC AHMEDABAD,kaushik@libraprocesstech.com,31-03-2019,31-03-2019
U99999GJ1996PTC030082,SNESH RESORTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-07-1996,Gujarat,40000000.0,40000000.0,99999.0,Extraterritorial organizations and bodies,"G/7,RAM KRISHNA SHOPPINGCENTRE, MAYFAIR ROAD,ANAND-1  ",ROC AHMEDABAD,watercityindia@yahoo.com,31-03-2019,31-03-2019
U99999GJ1996PTC030204,AGRAWAL RIDERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-07-1996,Gujarat,3500000.0,3485500.0,99999.0,Extraterritorial organizations and bodies,"Plot No.1203,GIDC,Ranoli,Barod ---391350  ",ROC AHMEDABAD,dineshb@agrawalgroup.in,31-03-2019,31-03-2019
U99999GJ1996PTC031012,TANISH CERACHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-10-1996,Gujarat,7500000.0,4550000.0,99999.0,Extraterritorial organizations and bodies,"405, Shanti Mall, Opp.Navrang Tower,Satadhar Cross Road, Sola Road,  ",ROC AHMEDABAD,tanishcera@gmail.com,31-03-2019,31-03-2019
U99999GJ1996PTC031081,JAMNAGAR EXPRESS CARGO CARRIERS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,06-11-1996,Gujarat,1500000.0,1500000.0,99999.0,Extraterritorial organizations and bodies,"C/O. JAMNAGAR TRANSPORT CO.SARANGPUROPP HOTEL MEGHDOOT. LOKHAND BAZAAR, AHMEDABAD.  ",ROC AHMEDABAD,jtcgroup@yahoo.com,31-03-2019,31-03-2019
U99999GJ1996PTC031276,SARDAR SWITCHGEAR PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-12-1996,Gujarat,1500000.0,1202000.0,99999.0,Extraterritorial organizations and bodies,"2, SARDAR PATEL INDUSTRIAL ESTATEB/H. RAVI TILES, SHAPAR (VERAVAL)  ",ROC AHMEDABAD,patelh16@gmail.com,31-03-2017,31-03-2017
U99999GJ1996PTC097101,RNG FINLEASE PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,22-08-1996,Gujarat,35000000.0,33305500.0,99999.0,Extraterritorial organizations and bodies,"Plot no. 2621/22, Road D-2, Gate No.-1,GIDC Lodhika, Metoda  ",ROC AHMEDABAD,rngfinlease.rajkot@gmail.com,31-03-2019,31-03-2019
U99999GJ1997GAT032643,GITVIJAY GYMKHANA PRIVATE LIMITED   ,ACTV,Private,Company Limited by Guarantee,Guarantee and Association comp,09-07-1997,Gujarat,0.0,0.0,99999.0,Extraterritorial organizations and bodies,"5, AMBIKA COMPLEX, S.T.WORKSHOP ROAD,NEAR BHAMARIA NALA, T.B.HOSPITAL ROAD, CORNER,  ",ROC AHMEDABAD,dream_world@25yahoo.co.in,31-03-2006,31-03-2006
U99999GJ1997PTC031516,CHINUBHAI CHIMANLAL DALAL SECURITYPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,16-01-1997,Gujarat,5000000.0,500000.0,99999.0,Extraterritorial organizations and bodies,"GROUND FLOOR,CJD WING,MADHUSUDAN HOUSEOPP.NAVRANG- PURA TELEPHONE EXCHANGE,  ",ROC AHMEDABAD,ccdpl123@gmail.com,31-03-2019,31-03-2019
U99999GJ1997PTC032684,MONO ACRIGLASS INDUSTRIES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,17-07-1997,Gujarat,60000000.0,60000000.0,99999.0,Extraterritorial organizations and bodies,"UNIT NO.13, BHILAD LAGHU UDYOGSAHAKARI MANDALITALUKA UMBERGON,DIST-VALSAD.  ",ROC AHMEDABAD,sreetripathy@gmail.com,31-03-2019,31-03-2019
U99999GJ1997PTC033497,KAMLESH SHARES AND STOCK BROKER PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,26-12-1997,Gujarat,3000000.0,2500000.0,99999.0,Extraterritorial organizations and bodies,"120, 1ST FLOOR, FORTUNE TOWER,SAYAJIGUNJ,  ",ROC AHMEDABAD,mihir.navinchandra@gmail.com,31-03-2019,31-03-2019
U99999GJ1997PTC079049,APPOLLO DYECHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-01-1997,Gujarat,2000000.0,1200000.0,99999.0,Extraterritorial organizations and bodies,"32, SATELLITE SHOPPINGMANAGEMENT ENCLAVE ROAD, VASTRAPUR  ",ROC AHMEDABAD,appollo_dye@yahoo.in,31-03-2019,31-03-2019
U99999GJ1998PLC034350,VARUN AMUSEMENT PARK LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,07-07-1998,Gujarat,10500000.0,9506250.0,99999.0,Extraterritorial organizations and bodies,"VIMAL HOUSE,31,G.I.D.C.ESTATE,HIGHWAY,  ",ROC AHMEDABAD,varunamusement7798@gmail.com,31-03-2019,31-03-2019
U99999GJ1998PTC033579,GANDHIDHAM DEVELOPERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-01-1998,Gujarat,20000000.0,19669000.0,99999.0,Extraterritorial organizations and bodies,PLOT NO. 107SECTOR -8  ,ROC AHMEDABAD,sanjay@miecoboards.com,31-03-2019,31-03-2019
U99999GJ1998PTC034246,BEETA SURGICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-06-1998,Gujarat,5000000.0,3000000.0,99999.0,Extraterritorial organizations and bodies,"PUNIT NAGAR MAIN ROAD,KATHARIA,GONDAL ROAD,RAJKOT.  ",ROC AHMEDABAD,beetasurg@rediffmail.com,31-03-2019,31-03-2019
U99999GJ1998PTC034336,DEVIKA FINCAP PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-07-1998,Gujarat,20000000.0,20000000.0,99999.0,Extraterritorial organizations and bodies,"MNC HOUSE, NEAR CHETANOPP. UNIK HOSPITAL, 25 JAGNATH PLOT  ",ROC AHMEDABAD,devikafincappvtltd@yahoo.com,31-03-2019,31-03-2019
U99999GJ1999PTC035457,STONE ARCH (INDIA) MARBLES AND GRANITESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,19-02-1999,Gujarat,10000000.0,10000000.0,99999.0,Extraterritorial organizations and bodies,"304,SHILP- II, NEAR SALES INDIAASHRAM ROAD  ",ROC AHMEDABAD,officeca123@gmail.com,31-03-2019,31-03-2019
U99999GJ1999PTC035541,GLADEX POLY FILMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-03-1999,Gujarat,10000000.0,9500000.0,99999.0,Extraterritorial organizations and bodies,"Office No. 107-108, 1st Floor, Jeevandeep,Ring Road,  ",ROC AHMEDABAD,salasar.polyfab@yahoo.com,31-03-2019,31-03-2019
U99999GJ1999PTC036910,MANGLAM COPPER PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-11-1999,Gujarat,11000000.0,11000000.0,99999.0,Extraterritorial organizations and bodies,"A/9,BHAGWATIKRUPA APTS.,NR.GOVT.BOREWELL, BOPAL,AHMEDABAD.  ",ROC AHMEDABAD,manglamcopper@hotmail.com,31-03-2018,31-03-2018
